"Awal pelaporan","Akhir pelaporan","Nama iklan",Usia,"Jenis kelamin","Penayangan iklan",Hasil,"Indikator Hasil","Biaya per Hasil","Anggaran Set Iklan","Jenis Anggaran Set Iklan","Jumlah yang dibelanjakan (IDR)",Impresi,Jangkauan,Berakhir,"Pengaturan atribusi",Tawaran,"Jenis tawaran","Editan Signifikan Terakhir","Peringkat kualitas","Peringkat nilai interaksi","Peringkat nilai konversi","Nama set iklan",Reaction/Reach,"Interaksi postingan","Klik tautan","CTR (rasio klik tayang tautan)",Frekuensi,"Pengikut Instagram","Interaksi Halaman","Hasil (awal)","Indikator hasil (awal)"
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,unknown,not_delivering,40,reach,1425,50000,Harian,57,44,40,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,female,not_delivering,521,reach,1596.92898273,50000,Harian,832,564,521,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,25,,,1.082534,0,25,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,male,not_delivering,1760,reach,1621.59090909,50000,Harian,2854,1956,1760,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,100,,,1.111364,0,100,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,unknown,not_delivering,11,reach,1909.09090909,50000,Harian,21,13,11,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.181818,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,female,not_delivering,804,reach,1565.92039801,50000,Harian,1259,867,804,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,43,,,1.078358,0,43,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,male,not_delivering,1147,reach,1622.4934612,50000,Harian,1861,1294,1147,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00087184,85,,,1.12816,0,85,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,unknown,not_delivering,7,reach,1428.57142857,50000,Harian,10,8,7,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.142857,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,female,not_delivering,366,reach,1653.00546448,50000,Harian,605,419,366,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,18,,,1.144809,0,18,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,male,not_delivering,540,reach,1631.48148148,50000,Harian,881,591,540,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,39,,,1.094444,0,39,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,unknown,not_delivering,1,reach,2000,50000,Harian,2,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,female,not_delivering,488,reach,1565.57377049,50000,Harian,764,527,488,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,8,,,1.079918,0,8,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,male,not_delivering,969,reach,1664.60268318,50000,Harian,1613,1088,969,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,40,,,1.122807,0,40,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,unknown,not_delivering,9,reach,2111.11111111,50000,Harian,19,13,9,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.444444,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,female,not_delivering,2,profile_visit_view,210,50000,Harian,420,37,36,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,9,2,5.405405,1.027778,0,9,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,male,not_delivering,2,profile_visit_view,520,50000,Harian,1040,69,61,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01639344,10,2,2.898551,1.131148,0,10,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,unknown,not_delivering,,,,50000,Harian,4,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,female,not_delivering,5,profile_visit_view,228.6,50000,Harian,1143,85,72,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,29,6,7.058824,1.180556,0,29,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,male,not_delivering,7,profile_visit_view,407.71428571,50000,Harian,2854,241,218,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00458716,63,7,2.904564,1.105505,0,63,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,unknown,not_delivering,,,,50000,Harian,12,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,female,not_delivering,,,,50000,Harian,167,21,19,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,4,,,1.105263,0,4,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,male,not_delivering,2,profile_visit_view,806.5,50000,Harian,1613,102,94,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,38,2,1.960784,1.085106,0,38,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,female,not_delivering,2,profile_visit_view,299.5,50000,Harian,599,14,13,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,11,2,14.285714,1.076923,0,11,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,male,not_delivering,,,,50000,Harian,1049,23,22,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,12,,,1.045455,0,12,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,female,not_delivering,2,profile_visit_view,107.5,50000,Harian,215,7,7,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,5,2,28.571429,1,0,5,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,male,not_delivering,2,profile_visit_view,73,50000,Harian,146,7,6,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,5,2,28.571429,1.166667,0,5,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,female,not_delivering,,,,50000,Harian,9,3,3,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,male,not_delivering,,,,50000,Harian,7,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Unknown,unknown,not_delivering,1,profile_visit_view,0,50000,Harian,0,0,0,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Mau Healing",18-24,female,not_delivering,,,,50000,Harian,160,14,14,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Mau Healing",18-24,male,not_delivering,2,profile_visit_view,206.5,50000,Harian,413,44,39,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,8,2,4.545455,1.128205,0,8,,
2026-07-01,2026-07-31,"Mau Healing",25-34,female,not_delivering,1,profile_visit_view,916,50000,Harian,916,69,62,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,10,1,1.449275,1.112903,1,10,,
2026-07-01,2026-07-31,"Mau Healing",25-34,male,not_delivering,2,profile_visit_view,1232,50000,Harian,2464,188,170,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,28,1,0.531915,1.105882,0,28,,
2026-07-01,2026-07-31,"Mau Healing",25-34,unknown,not_delivering,,,,50000,Harian,7,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",35-44,female,not_delivering,1,profile_visit_view,448,50000,Harian,448,27,21,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,7,,,1.285714,0,7,,
2026-07-01,2026-07-31,"Mau Healing",35-44,male,not_delivering,4,profile_visit_view,445,50000,Harian,1780,98,90,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,37,4,4.081633,1.088889,1,37,,
2026-07-01,2026-07-31,"Mau Healing",35-44,unknown,not_delivering,,,,50000,Harian,35,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",45-54,female,not_delivering,,,,50000,Harian,381,18,18,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,9,,,1,0,9,,
2026-07-01,2026-07-31,"Mau Healing",45-54,male,not_delivering,1,profile_visit_view,2039,50000,Harian,2039,40,35,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,25,1,2.5,1.142857,1,25,,
2026-07-01,2026-07-31,"Mau Healing",55-64,female,not_delivering,,,,50000,Harian,5,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",55-64,male,not_delivering,,,,50000,Harian,329,3,3,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",65+,female,not_delivering,,,,50000,Harian,101,2,2,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",65+,male,not_delivering,,,,50000,Harian,30,2,2,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,female,not_delivering,8,profile_visit_view,465.125,50000,Harian,3721,304,248,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01209677,81,9,2.960526,1.225806,0,81,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,male,not_delivering,15,profile_visit_view,216.73333333,50000,Harian,3251,254,208,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00961538,52,7,2.755906,1.221154,1,52,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,unknown,not_delivering,,,,50000,Harian,14,3,3,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,female,not_delivering,62,profile_visit_view,340.53225806,50000,Harian,21113,1256,1107,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00090334,426,59,4.697452,1.134598,1,426,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,male,not_delivering,17,profile_visit_view,794.64705882,50000,Harian,13509,1141,969,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00103199,257,19,1.665206,1.177503,0,257,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,unknown,not_delivering,,,,50000,Harian,106,7,6,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,4,,,1.166667,0,4,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,female,not_delivering,154,profile_visit_view,367.19480519,50000,Harian,56548,2785,2588,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00193199,1375,165,5.924596,1.076121,2,1375,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,male,not_delivering,55,profile_visit_view,395.96363636,50000,Harian,21778,1164,1056,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00568182,495,57,4.896907,1.102273,1,495,,
2026-07-01,2026-07-31,"Pulang Tenggo",35-44,unknown,not_delivering,,,,50000,Harian,199,15,12,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,6,1,6.666667,1.25,0,6,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,female,not_delivering,135,profile_visit_view,288.75555556,50000,Harian,38982,1793,1643,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00304321,1169,138,7.696598,1.091296,2,1169,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,male,not_delivering,30,profile_visit_view,352.66666667,50000,Harian,10580,497,459,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00653595,289,30,6.036217,1.082789,1,289,,
2026-07-01,2026-07-31,"Pulang Tenggo",45-54,unknown,not_delivering,,,,50000,Harian,195,6,6,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,female,not_delivering,36,profile_visit_view,296.58333333,50000,Harian,10677,404,372,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00537634,337,36,8.910891,1.086022,0,337,,
2026-07-01,2026-07-31,"Pulang Tenggo",55-64,male,not_delivering,8,profile_visit_view,247.625,50000,Harian,1981,88,76,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,66,8,9.090909,1.157895,0,66,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,female,not_delivering,9,profile_visit_view,288.22222222,50000,Harian,2594,105,97,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,77,10,9.52381,1.082474,0,77,,
2026-07-01,2026-07-31,"Pulang Tenggo",65+,male,not_delivering,3,profile_visit_view,287.33333333,50000,Harian,862,43,38,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.02631579,25,3,6.976744,1.131579,0,25,,
2026-07-01,2026-07-31,"Pulang Tenggo",Unknown,unknown,not_delivering,5,profile_visit_view,0,50000,Harian,0,0,0,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",,,,,0,0,,,
2026-07-01,2026-07-31,"Setiap Rasa",18-24,female,not_delivering,22,profile_visit_view,255.36363636,50000,Harian,5618,403,322,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00621118,25,20,4.962779,1.251553,5,25,,
2026-07-01,2026-07-31,"Setiap Rasa",18-24,male,not_delivering,13,profile_visit_view,252.46153846,50000,Harian,3282,326,239,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.0083682,15,12,3.680982,1.364017,3,15,,
2026-07-01,2026-07-31,"Setiap Rasa",18-24,unknown,not_delivering,,,,50000,Harian,21,2,2,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Setiap Rasa",25-34,female,not_delivering,94,profile_visit_view,327.74468085,50000,Harian,30808,2240,1742,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00918485,121,96,4.285714,1.285878,22,121,,
2026-07-01,2026-07-31,"Setiap Rasa",25-34,male,not_delivering,80,profile_visit_view,311.6375,50000,Harian,24931,1975,1418,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.0112835,107,82,4.151899,1.392807,17,107,,
2026-07-01,2026-07-31,"Setiap Rasa",25-34,unknown,not_delivering,2,profile_visit_view,269.5,50000,Harian,539,12,10,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,2,1,8.333333,1.2,0,2,,
2026-07-01,2026-07-31,"Setiap Rasa",35-44,female,not_delivering,56,profile_visit_view,596.14285714,50000,Harian,33384,1795,1384,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01806358,86,53,2.952646,1.296965,20,86,,
2026-07-01,2026-07-31,"Setiap Rasa",35-44,male,not_delivering,38,profile_visit_view,533.31578947,50000,Harian,20266,1221,943,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00848356,54,39,3.194103,1.294804,10,54,,
2026-07-01,2026-07-31,"Setiap Rasa",35-44,unknown,not_delivering,1,profile_visit_view,80,50000,Harian,80,6,5,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,2,2,33.333333,1.2,0,2,,
2026-07-01,2026-07-31,"Setiap Rasa",45-54,female,not_delivering,67,profile_visit_view,351.52238806,50000,Harian,23552,1010,816,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.03308824,100,70,6.930693,1.237745,23,100,,
2026-07-01,2026-07-31,"Setiap Rasa",45-54,male,not_delivering,28,profile_visit_view,436.03571429,50000,Harian,12209,650,484,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01652893,37,28,4.307692,1.342975,9,37,,
2026-07-01,2026-07-31,"Setiap Rasa",45-54,unknown,not_delivering,,,,50000,Harian,147,7,5,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1.4,0,,,
2026-07-01,2026-07-31,"Setiap Rasa",55-64,female,not_delivering,18,profile_visit_view,453.11111111,50000,Harian,8156,339,281,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01779359,24,19,5.60472,1.206406,5,24,,
2026-07-01,2026-07-31,"Setiap Rasa",55-64,male,not_delivering,15,profile_visit_view,384.66666667,50000,Harian,5770,175,135,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.03703704,22,17,9.714286,1.296296,3,22,,
2026-07-01,2026-07-31,"Setiap Rasa",65+,female,not_delivering,10,profile_visit_view,239.2,50000,Harian,2392,110,87,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.05747126,15,9,8.181818,1.264368,1,15,,
2026-07-01,2026-07-31,"Setiap Rasa",65+,male,not_delivering,2,profile_visit_view,645,50000,Harian,1290,73,62,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.0483871,5,2,2.739726,1.177419,1,5,,
2026-07-01,2026-07-31,"Setiap Rasa",65+,unknown,not_delivering,,,,50000,Harian,7,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Setiap Rasa",Unknown,male,not_delivering,,,,50000,Harian,6,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Setiap Rasa",Unknown,unknown,not_delivering,6,profile_visit_view,0,50000,Harian,0,0,0,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",,,,,0,3,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",18-24,female,not_delivering,1,profile_visit_view,95,50000,Harian,95,19,19,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,1,5.263158,1,0,1,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",18-24,male,not_delivering,,,,50000,Harian,122,16,16,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",25-34,female,not_delivering,6,profile_visit_view,103.16666667,50000,Harian,619,44,38,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,8,7,15.909091,1.157895,0,8,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",25-34,male,not_delivering,,,,50000,Harian,532,48,44,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1.090909,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",25-34,unknown,not_delivering,,,,50000,Harian,2,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",35-44,female,not_delivering,1,profile_visit_view,362,50000,Harian,362,18,17,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,1,1,5.555556,1.058824,0,1,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",35-44,male,not_delivering,2,profile_visit_view,445,50000,Harian,890,22,21,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,3,2,9.090909,1.047619,0,3,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",45-54,female,not_delivering,,,,50000,Harian,108,7,7,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",45-54,male,not_delivering,1,profile_visit_view,183,50000,Harian,183,10,10,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,2,2,20,1,0,2,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",55-64,female,not_delivering,,,,50000,Harian,397,25,24,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1.041667,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",55-64,male,not_delivering,,,,50000,Harian,82,12,12,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",65+,female,not_delivering,3,profile_visit_view,340.66666667,50000,Harian,1022,51,48,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,3,3,5.882353,1.0625,0,3,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",65+,male,not_delivering,,,,50000,Harian,123,7,6,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1.166667,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Unknown,unknown,not_delivering,1,profile_visit_view,0,50000,Harian,0,0,0,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",,,,,0,0,,,
